slot,cik,company_name,ticker,industry,form_type,filing_date,accession_number,edgar_url,fiscal_year,source_url,raw_html_path
99,4962,American Express,AXP,"New York City, New York",DEF 14A,2025-03-14,0001193125-25-054588,https://www.sec.gov/Archives/edgar/data/4962/000119312525054588/d804836ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/4962/000119312525054588/d804836ddef14a.htm,
100,866787,AutoZone,AZO,"Memphis, Tennessee",DEF 14A,2023-10-30,0001558370-23-017013,https://www.sec.gov/Archives/edgar/data/866787/000155837023017013/azo-20231220xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/866787/000155837023017013/azo-20231220xdef14a.htm,
101,866787,AutoZone,AZO,"Memphis, Tennessee",DEF 14A,2024-10-30,0001558370-24-013963,https://www.sec.gov/Archives/edgar/data/866787/000155837024013963/azo-20241218xdef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/866787/000155837024013963/azo-20241218xdef14a.htm,
102,12927,Boeing,BA,"Arlington, Virginia",DEF 14A,2024-04-05,0001193125-24-088568,https://www.sec.gov/Archives/edgar/data/12927/000119312524088568/d550077ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/12927/000119312524088568/d550077ddef14a.htm,
103,12927,Boeing,BA,"Arlington, Virginia",DEF 14A,2025-03-07,0001193125-25-049921,https://www.sec.gov/Archives/edgar/data/12927/000119312525049921/d816992ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/12927/000119312525049921/d816992ddef14a.htm,
104,70858,Bank of America,BAC,"Charlotte, North Carolina",DEF 14A,2025-03-10,0001193125-25-050578,https://www.sec.gov/Archives/edgar/data/70858/000119312525050578/d897280ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/70858/000119312525050578/d897280ddef14a.htm,
105,9389,Ball Corporation,BALL,"Broomfield, Colorado",DEF 14A,2024-03-13,0001104659-24-033725,https://www.sec.gov/Archives/edgar/data/9389/000110465924033725/tm242638d2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/9389/000110465924033725/tm242638d2_def14a.htm,
106,9389,Ball Corporation,BALL,"Broomfield, Colorado",DEF 14A,2025-03-20,0001104659-25-026013,https://www.sec.gov/Archives/edgar/data/9389/000110465925026013/tm2430717-6_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/9389/000110465925026013/tm2430717-6_def14a.htm,
107,10456,Baxter International,BAX,"Deerfield, Illinois",DEF 14A,2024-03-25,0001193125-24-075975,https://www.sec.gov/Archives/edgar/data/10456/000119312524075975/d546571ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/10456/000119312524075975/d546571ddef14a.htm,
108,10456,Baxter International,BAX,"Deerfield, Illinois",DEF 14A,2025-03-25,0001628280-25-014747,https://www.sec.gov/Archives/edgar/data/10456/000162828025014747/bax-20250325.htm,2024,https://www.sec.gov/Archives/edgar/data/10456/000162828025014747/bax-20250325.htm,
109,764478,Best Buy,BBY,"Richfield, Minnesota",DEF 14A,2024-04-30,0001140361-24-023237,https://www.sec.gov/Archives/edgar/data/764478/000114036124023237/ny20018247x1_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/764478/000114036124023237/ny20018247x1_def14a.htm,
110,764478,Best Buy,BBY,"Richfield, Minnesota",DEF 14A,2025-05-01,0001140361-25-016935,https://www.sec.gov/Archives/edgar/data/764478/000114036125016935/ny20041064x771_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/764478/000114036125016935/ny20041064x771_def14a.htm,
111,10795,Becton Dickinson,BDX,"Franklin Lakes, New Jersey",DEF 14A,2023-12-14,0000010795-23-000118,https://www.sec.gov/Archives/edgar/data/10795/000001079523000118/bdx-20231214.htm,2023,https://www.sec.gov/Archives/edgar/data/10795/000001079523000118/bdx-20231214.htm,
112,10795,Becton Dickinson,BDX,"Franklin Lakes, New Jersey",DEF 14A,2024-12-19,0000010795-24-000096,https://www.sec.gov/Archives/edgar/data/10795/000001079524000096/bdx-20241219.htm,2024,https://www.sec.gov/Archives/edgar/data/10795/000001079524000096/bdx-20241219.htm,
113,38777,Franklin Resources,BEN,"San Mateo, California",DEF 14A,2023-12-27,0001308179-23-001092,https://www.sec.gov/Archives/edgar/data/38777/000130817923001092/lben2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/38777/000130817923001092/lben2024_def14a.htm,
114,38777,Franklin Resources,BEN,"San Mateo, California",DEF 14A,2024-12-20,0001140361-24-050019,https://www.sec.gov/Archives/edgar/data/38777/000114036124050019/ny20036387x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/38777/000114036124050019/ny20036387x1_def14a.htm,
115,14693,Brown–Forman,BF-B,"Louisville, Kentucky",DEF 14A,2024-06-21,0001193125-24-165706,https://www.sec.gov/Archives/edgar/data/14693/000119312524165706/d657975ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/14693/000119312524165706/d657975ddef14a.htm,
116,14693,Brown–Forman,BF-B,"Louisville, Kentucky",DEF 14A,2025-06-20,0001193125-25-143663,https://www.sec.gov/Archives/edgar/data/14693/000119312525143663/d913060ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/14693/000119312525143663/d913060ddef14a.htm,
117,1996862,Bunge Global,BG,"Chesterfield, Missouri",DEF 14A,2024-04-05,0001996862-24-000087,https://www.sec.gov/Archives/edgar/data/1996862/000199686224000087/bg-20240405.htm,2023,https://www.sec.gov/Archives/edgar/data/1996862/000199686224000087/bg-20240405.htm,
118,1996862,Bunge Global,BG,"Chesterfield, Missouri",DEF 14A,2025-04-04,0001996862-25-000078,https://www.sec.gov/Archives/edgar/data/1996862/000199686225000078/bg-20250404.htm,2024,https://www.sec.gov/Archives/edgar/data/1996862/000199686225000078/bg-20250404.htm,
119,875045,Biogen,BIIB,"Cambridge, Massachusetts",DEF 14A,2024-04-26,0001193125-24-118313,https://www.sec.gov/Archives/edgar/data/875045/000119312524118313/d547371ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/875045/000119312524118313/d547371ddef14a.htm,
120,875045,Biogen,BIIB,"Cambridge, Massachusetts",DEF 14A,2025-04-28,0001193125-25-097747,https://www.sec.gov/Archives/edgar/data/875045/000119312525097747/d916837ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/875045/000119312525097747/d916837ddef14a.htm,
121,1390777,BNY Mellon,BK,"New York City, New York",DEF 14A,2024-02-29,0001193125-24-051895,https://www.sec.gov/Archives/edgar/data/1390777/000119312524051895/d525388ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1390777/000119312524051895/d525388ddef14a.htm,
122,1390777,BNY Mellon,BK,"New York City, New York",DEF 14A,2025-03-05,0001193125-25-046216,https://www.sec.gov/Archives/edgar/data/1390777/000119312525046216/d801554ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1390777/000119312525046216/d801554ddef14a.htm,
123,1075531,Booking Holdings,BKNG,"Norwalk, Connecticut",DEF 14A,2024-04-23,0001308179-24-000549,https://www.sec.gov/Archives/edgar/data/1075531/000130817924000549/lbkng2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1075531/000130817924000549/lbkng2024_def14a.htm,
124,1075531,Booking Holdings,BKNG,"Norwalk, Connecticut",DEF 14A,2025-04-22,0001308179-25-000476,https://www.sec.gov/Archives/edgar/data/1075531/000130817925000476/bkng013642-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1075531/000130817925000476/bkng013642-def14a.htm,
125,1701605,Baker Hughes,BKR,"Houston, Texas",DEF 14A,2024-04-02,0001193125-24-084804,https://www.sec.gov/Archives/edgar/data/1701605/000119312524084804/d687069ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1701605/000119312524084804/d687069ddef14a.htm,
126,1701605,Baker Hughes,BKR,"Houston, Texas",DEF 14A,2025-03-31,0001193125-25-067674,https://www.sec.gov/Archives/edgar/data/1701605/000119312525067674/d837654ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1701605/000119312525067674/d837654ddef14a.htm,
127,1316835,Builders FirstSource,BLDR,"Irving, Texas",DEF 14A,2024-04-25,0000950170-24-047767,https://www.sec.gov/Archives/edgar/data/1316835/000095017024047767/bldr-20240423.htm,2023,https://www.sec.gov/Archives/edgar/data/1316835/000095017024047767/bldr-20240423.htm,
128,1316835,Builders FirstSource,BLDR,"Irving, Texas",DEF 14A,2025-04-15,0000950170-25-054235,https://www.sec.gov/Archives/edgar/data/1316835/000095017025054235/bldr-20250414.htm,2024,https://www.sec.gov/Archives/edgar/data/1316835/000095017025054235/bldr-20250414.htm,
129,2012383,BlackRock,BLK,"New York City, New York",DEF 14A,2025-04-04,0001308179-25-000388,https://www.sec.gov/Archives/edgar/data/2012383/000130817925000388/ny-20250404.htm,2024,https://www.sec.gov/Archives/edgar/data/2012383/000130817925000388/ny-20250404.htm,
130,14272,Bristol Myers Squibb,BMY,"New York City, New York",DEF 14A,2024-03-28,0001140361-24-016251,https://www.sec.gov/Archives/edgar/data/14272/000114036124016251/ny20016133x2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/14272/000114036124016251/ny20016133x2_def14a.htm,
131,14272,Bristol Myers Squibb,BMY,"New York City, New York",DEF 14A,2025-03-26,0000014272-25-000075,https://www.sec.gov/Archives/edgar/data/14272/000001427225000075/bmy-20250326.htm,2024,https://www.sec.gov/Archives/edgar/data/14272/000001427225000075/bmy-20250326.htm,
132,1383312,Broadridge Financial Solutions,BR,"Lake Success, New York",DEF 14A,2023-09-27,0001140361-23-045526,https://www.sec.gov/Archives/edgar/data/1383312/000114036123045526/ny20007875x500_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1383312/000114036123045526/ny20007875x500_def14a.htm,
133,1383312,Broadridge Financial Solutions,BR,"Lake Success, New York",DEF 14A,2024-10-02,0001140361-24-042562,https://www.sec.gov/Archives/edgar/data/1383312/000114036124042562/ny20032013x1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1383312/000114036124042562/ny20032013x1_def14a.htm,
134,1067983,Berkshire Hathaway,BRK-B,"Omaha, Nebraska",DEF 14A,2024-03-15,0001193125-24-069107,https://www.sec.gov/Archives/edgar/data/1067983/000119312524069107/d512828ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1067983/000119312524069107/d512828ddef14a.htm,
135,1067983,Berkshire Hathaway,BRK-B,"Omaha, Nebraska",DEF 14A,2025-03-14,0001193125-25-054877,https://www.sec.gov/Archives/edgar/data/1067983/000119312525054877/d812428ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1067983/000119312525054877/d812428ddef14a.htm,
136,79282,Brown & Brown,BRO,"Daytona Beach, Florida",DEF 14A,2024-03-25,0001193125-24-076607,https://www.sec.gov/Archives/edgar/data/79282/000119312524076607/d89828ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/79282/000119312524076607/d89828ddef14a.htm,
137,79282,Brown & Brown,BRO,"Daytona Beach, Florida",DEF 14A,2025-03-24,0001193125-25-061457,https://www.sec.gov/Archives/edgar/data/79282/000119312525061457/d912657ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/79282/000119312525061457/d912657ddef14a.htm,
138,885725,Boston Scientific,BSX,"Marlborough, Massachusetts",DEF 14A,2024-03-20,0000885725-24-000033,https://www.sec.gov/Archives/edgar/data/885725/000088572524000033/bsx-20240320.htm,2023,https://www.sec.gov/Archives/edgar/data/885725/000088572524000033/bsx-20240320.htm,
139,885725,Boston Scientific,BSX,"Marlborough, Massachusetts",DEF 14A,2025-03-19,0000885725-25-000017,https://www.sec.gov/Archives/edgar/data/885725/000088572525000017/bsx-20250319.htm,2024,https://www.sec.gov/Archives/edgar/data/885725/000088572525000017/bsx-20250319.htm,
140,1037540,"BXP, Inc.",BXP,"Boston, Massachusetts",DEF 14A,2024-04-12,0001656423-24-000016,https://www.sec.gov/Archives/edgar/data/1037540/000165642324000016/bxp-20240412.htm,2023,https://www.sec.gov/Archives/edgar/data/1037540/000165642324000016/bxp-20240412.htm,
141,1037540,"BXP, Inc.",BXP,"Boston, Massachusetts",DEF 14A,2025-04-09,0001656423-25-000020,https://www.sec.gov/Archives/edgar/data/1037540/000165642325000020/bxp-20250409.htm,2024,https://www.sec.gov/Archives/edgar/data/1037540/000165642325000020/bxp-20250409.htm,
142,831001,Citigroup,C,"New York City, New York",DEF 14A,2025-03-18,0001145443-25-000075,https://www.sec.gov/Archives/edgar/data/831001/000114544325000075/citi4405291-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/831001/000114544325000075/citi4405291-def14a.htm,
143,23217,Conagra Brands,CAG,"Chicago, Illinois",DEF 14A,2024-08-07,0001558370-24-011213,https://www.sec.gov/Archives/edgar/data/23217/000155837024011213/cag-20240918xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/23217/000155837024011213/cag-20240918xdef14a.htm,
144,721371,Cardinal Health,CAH,"Dublin, Ohio",DEF 14A,2023-09-27,0001308179-23-001007,https://www.sec.gov/Archives/edgar/data/721371/000130817923001007/lcah2023_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/721371/000130817923001007/lcah2023_def14a.htm,
145,721371,Cardinal Health,CAH,"Dublin, Ohio",DEF 14A,2024-09-16,0000721371-24-000103,https://www.sec.gov/Archives/edgar/data/721371/000072137124000103/cah-20240913.htm,2024,https://www.sec.gov/Archives/edgar/data/721371/000072137124000103/cah-20240913.htm,
146,1783180,Carrier Global,CARR,"Palm Beach Gardens, Florida",DEF 14A,2024-03-05,0001783180-24-000027,https://www.sec.gov/Archives/edgar/data/1783180/000178318024000027/carr-20240304.htm,2023,https://www.sec.gov/Archives/edgar/data/1783180/000178318024000027/carr-20240304.htm,
147,1783180,Carrier Global,CARR,"Palm Beach Gardens, Florida",DEF 14A,2025-02-25,0001783180-25-000014,https://www.sec.gov/Archives/edgar/data/1783180/000178318025000014/carr-20250225.htm,2024,https://www.sec.gov/Archives/edgar/data/1783180/000178318025000014/carr-20250225.htm,
148,18230,Caterpillar Inc.,CAT,"Irving, Texas",DEF 14A,2024-04-29,0001308179-24-000623,https://www.sec.gov/Archives/edgar/data/18230/000130817924000623/lcat2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/18230/000130817924000623/lcat2024_def14a.htm,
149,18230,Caterpillar Inc.,CAT,"Irving, Texas",DEF 14A,2025-04-30,0001308179-25-000529,https://www.sec.gov/Archives/edgar/data/18230/000130817925000529/cat012723-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/18230/000130817925000529/cat012723-def14a.htm,
150,896159,Chubb Limited,CB,"Zurich, Switzerland",DEF 14A,2024-04-01,0001104659-24-041810,https://www.sec.gov/Archives/edgar/data/896159/000110465924041810/tm2327870d7_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/896159/000110465924041810/tm2327870d7_def14a.htm,
151,896159,Chubb Limited,CB,"Zurich, Switzerland",DEF 14A,2025-04-01,0001104659-25-030554,https://www.sec.gov/Archives/edgar/data/896159/000110465925030554/tm251658-4_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/896159/000110465925030554/tm251658-4_def14a.htm,
152,1374310,Cboe Global Markets,CBOE,"Chicago, Illinois",DEF 14A,2024-04-04,0001558370-24-004692,https://www.sec.gov/Archives/edgar/data/1374310/000155837024004692/cboe-20240516xdef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1374310/000155837024004692/cboe-20240516xdef14a.htm,
153,1374310,Cboe Global Markets,CBOE,"Chicago, Illinois",DEF 14A,2025-04-03,0001628280-25-016381,https://www.sec.gov/Archives/edgar/data/1374310/000162828025016381/cboe-20250403.htm,2024,https://www.sec.gov/Archives/edgar/data/1374310/000162828025016381/cboe-20250403.htm,
154,1138118,CBRE Group,CBRE,"Dallas, Texas",DEF 14A,2024-04-12,0001193125-24-093832,https://www.sec.gov/Archives/edgar/data/1138118/000119312524093832/d721540ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1138118/000119312524093832/d721540ddef14a.htm,
155,1138118,CBRE Group,CBRE,"Dallas, Texas",DEF 14A,2025-04-04,0000950170-25-050878,https://www.sec.gov/Archives/edgar/data/1138118/000095017025050878/cbre-20250403.htm,2024,https://www.sec.gov/Archives/edgar/data/1138118/000095017025050878/cbre-20250403.htm,
156,1051470,Crown Castle,CCI,"Houston, Texas",DEF 14A,2025-04-07,0001051470-25-000115,https://www.sec.gov/Archives/edgar/data/1051470/000105147025000115/cci-20250407.htm,2024,https://www.sec.gov/Archives/edgar/data/1051470/000105147025000115/cci-20250407.htm,
157,815097,Carnival,CCL,"Miami, Florida",DEF 14A,2024-02-23,0001104659-24-026863,https://www.sec.gov/Archives/edgar/data/815097/000110465924026863/tm2331387-d3_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/815097/000110465924026863/tm2331387-d3_def14a.htm,
158,815097,Carnival,CCL,"Miami, Florida",DEF 14A,2025-02-28,0001104659-25-018754,https://www.sec.gov/Archives/edgar/data/815097/000110465925018754/tm2426803-5_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/815097/000110465925018754/tm2426803-5_def14a.htm,
159,813672,Cadence Design Systems,CDNS,"San Jose, California",DEF 14A,2024-03-21,0001193125-24-073902,https://www.sec.gov/Archives/edgar/data/813672/000119312524073902/d649284ddef14a.htm,2023,https://www.sec.gov/Archives/edgar/data/813672/000119312524073902/d649284ddef14a.htm,
160,813672,Cadence Design Systems,CDNS,"San Jose, California",DEF 14A,2025-03-25,0001193125-25-062605,https://www.sec.gov/Archives/edgar/data/813672/000119312525062605/d877390ddef14a.htm,2024,https://www.sec.gov/Archives/edgar/data/813672/000119312525062605/d877390ddef14a.htm,
161,1402057,CDW Corporation,CDW,"Vernon Hills, Illinois",DEF 14A,2024-04-10,0001308179-24-000494,https://www.sec.gov/Archives/edgar/data/1402057/000130817924000494/lcdw2024_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1402057/000130817924000494/lcdw2024_def14a.htm,
162,1402057,CDW Corporation,CDW,"Vernon Hills, Illinois",DEF 14A,2025-04-09,0001308179-25-000419,https://www.sec.gov/Archives/edgar/data/1402057/000130817925000419/cdw013560-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1402057/000130817925000419/cdw013560-def14a.htm,
163,1868275,Constellation Energy,CEG,"Baltimore, Maryland",DEF 14A,2024-03-20,0001552781-24-000159,https://www.sec.gov/Archives/edgar/data/1868275/000155278124000159/e24016_ceg-def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1868275/000155278124000159/e24016_ceg-def14a.htm,
164,1868275,Constellation Energy,CEG,"Baltimore, Maryland",DEF 14A,2025-03-19,0001552781-25-000090,https://www.sec.gov/Archives/edgar/data/1868275/000155278125000090/e25015_ceg-def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1868275/000155278125000090/e25015_ceg-def14a.htm,
165,1324404,CF Industries,CF,"Deerfield, Illinois",DEF 14A,2024-03-07,0001104659-24-031807,https://www.sec.gov/Archives/edgar/data/1324404/000110465924031807/tm242770d2_def14a.htm,2023,https://www.sec.gov/Archives/edgar/data/1324404/000110465924031807/tm242770d2_def14a.htm,
166,1324404,CF Industries,CF,"Deerfield, Illinois",DEF 14A,2025-03-25,0001104659-25-027767,https://www.sec.gov/Archives/edgar/data/1324404/000110465925027767/tm252413-1_def14a.htm,2024,https://www.sec.gov/Archives/edgar/data/1324404/000110465925027767/tm252413-1_def14a.htm,
